FOLIO,FECHA,ANIO,MES,K_GRUPO,GRUPO,K_EMPRESA,EMPRESA,CONCESIONARIO,L_PREPAGO_E,L_POSPAGO_E,L_POSPAGOC_E,L_POSPAGOL_E,L_NO_ESPECIFICADO_E,L_TOTAL_E
517573,15/01/2021,2021,1,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1643.0,1643.0
517573,15/02/2021,2021,2,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1422.0,1422.0
517573,15/03/2021,2021,3,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1613.0,1613.0
517573,15/04/2021,2021,4,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1848.0,1848.0
517573,15/05/2021,2021,5,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1853.0,1853.0
517573,15/06/2021,2021,6,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1849.0,1849.0
517573,15/07/2021,2021,7,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1947.0,1947.0
517573,15/08/2021,2021,8,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1935.0,1935.0
517573,15/09/2021,2021,9,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,2106.0,2106.0
517573,15/10/2021,2021,10,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,2387.0,2387.0
517573,15/11/2021,2021,11,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,2454.0,2454.0
517573,15/12/2021,2021,12,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,2739.0,2739.0
517573,15/01/2022,2022,1,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,3142.0,3142.0
517573,15/02/2022,2022,2,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,3201.0,3201.0
517573,15/03/2022,2022,3,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,3373.0,3373.0
517573,15/04/2022,2022,4,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1242.0,1242.0
517573,15/05/2022,2022,5,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1221.0,1221.0
517573,15/06/2022,2022,6,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1215.0,1215.0
517573,15/07/2022,2022,7,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1266.0,1266.0
517573,15/08/2022,2022,8,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1193.0,1193.0
517573,15/09/2022,2022,9,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1234.0,1234.0
517573,15/10/2022,2022,10,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,1003.0,1003.0
517573,15/11/2022,2022,11,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,799.0,799.0
517573,15/12/2022,2022,12,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,852.0,852.0
517573,15/01/2023,2023,1,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,2545.0,2545.0
517573,15/02/2023,2023,2,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,6854.0,6854.0
517573,15/03/2023,2023,3,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,12532.0,12532.0
517573,15/04/2023,2023,4,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,6155.0,6155.0
517573,15/05/2023,2023,5,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,7215.0,7215.0
517573,15/06/2023,2023,6,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,7781.0,7781.0
517573,15/07/2023,2023,7,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,9758.0,9758.0
517573,15/08/2023,2023,8,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,10382.0,10382.0
517573,15/09/2023,2023,9,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,10482.0,10482.0
517573,15/10/2023,2023,10,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,10328.0,10328.0
517573,15/11/2023,2023,11,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,10637.0,10637.0
517573,15/12/2023,2023,12,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,10755.0,10755.0
517573,15/07/2024,2024,7,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,12142.0,12142.0
517573,15/08/2024,2024,8,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,9088.0,9088.0
517573,15/09/2024,2024,9,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,9009.0,9009.0
517573,15/10/2024,2024,10,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,11860.0,11860.0
517573,15/11/2024,2024,11,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,11210.0,11210.0
517573,15/12/2024,2024,12,C746,ADDINTELI,C0746,ADDINTELI,"AGREGADORA DE INTELIGENCIA EN NEGOCIOS TECNOLOGICOS, S.A. DE C.V.",0.0,0.0,0.0,0.0,11682.0,11682.0
106749,15/03/2021,2021,3,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,22.0,22.0
106749,15/06/2021,2021,6,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,6.0,6.0
106749,15/08/2021,2021,8,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,6.0,6.0
106749,15/09/2021,2021,9,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
106749,15/10/2021,2021,10,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,1.0,1.0
106749,15/11/2021,2021,11,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,5.0,5.0
106749,15/12/2021,2021,12,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,1.0,1.0
106749,15/01/2022,2022,1,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,1.0,1.0
106749,15/02/2022,2022,2,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,2.0,2.0
106749,15/03/2022,2022,3,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,3.0,3.0
106749,15/04/2022,2022,4,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,4.0,4.0
106749,15/05/2022,2022,5,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,4.0,4.0
106749,15/06/2022,2022,6,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,4.0,4.0
106749,15/07/2022,2022,7,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,5.0,5.0
106749,15/08/2022,2022,8,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,5.0,5.0
106749,15/09/2022,2022,9,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,17.0,17.0
106749,15/10/2022,2022,10,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,17.0,17.0
106749,15/11/2022,2022,11,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,21.0,21.0
106749,15/12/2022,2022,12,C516,AFCAZA,C0516,AFCAZA,"AFCAZA, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,30.0,30.0
515609,15/06/2019,2019,6,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,568.0,568.0
515609,15/07/2019,2019,7,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,595.0,595.0
515609,15/08/2019,2019,8,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,595.0,595.0
515609,15/09/2019,2019,9,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,595.0,595.0
515609,15/10/2019,2019,10,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,1393.0,1393.0
515609,15/11/2019,2019,11,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,1393.0,1393.0
515609,15/12/2019,2019,12,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,1453.0,1453.0
515609,15/01/2020,2020,1,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,1453.0,1453.0
515609,15/02/2020,2020,2,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,1541.0,1541.0
515609,15/03/2020,2020,3,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,1541.0,1541.0
515609,15/04/2020,2020,4,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,1541.0,1541.0
515609,15/05/2020,2020,5,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,1541.0,1541.0
515609,15/06/2020,2020,6,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,1541.0,1541.0
515609,15/07/2020,2020,7,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,1541.0,1541.0
515609,15/08/2020,2020,8,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,2662.0,2662.0
515609,15/09/2020,2020,9,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,2662.0,2662.0
515609,15/10/2020,2020,10,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,1541.0,1541.0
515609,15/11/2020,2020,11,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,2662.0,2662.0
515609,15/12/2020,2020,12,C736,AIRBUS,C0736,AIRBUS,"AIRBUS SLC, S.A. DE C.V.",0.0,0.0,0.0,0.0,2662.0,2662.0
518861,15/01/2022,2022,1,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,13.0,13.0
518861,15/02/2022,2022,2,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,12.0,12.0
518861,15/03/2022,2022,3,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/04/2022,2022,4,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/05/2022,2022,5,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/06/2022,2022,6,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/07/2022,2022,7,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/08/2022,2022,8,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/09/2022,2022,9,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/10/2022,2022,10,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/11/2022,2022,11,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/12/2022,2022,12,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/01/2023,2023,1,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,12.0,12.0
518861,15/02/2023,2023,2,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/03/2023,2023,3,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/04/2023,2023,4,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/05/2023,2023,5,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,11.0,11.0
518861,15/06/2023,2023,6,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,13.0,13.0
518861,15/07/2023,2023,7,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,13.0,13.0
518861,15/08/2023,2023,8,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,13.0,13.0
518861,15/09/2023,2023,9,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,13.0,13.0
518861,15/10/2023,2023,10,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,13.0,13.0
518861,15/11/2023,2023,11,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,13.0,13.0
518861,15/12/2023,2023,12,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,13.0,13.0
518861,15/01/2024,2024,1,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,1501.0,1501.0
518861,15/02/2024,2024,2,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,1560.0,1560.0
518861,15/03/2024,2024,3,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,1610.0,1610.0
518861,15/10/2024,2024,10,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,2150.0,2150.0
518861,15/11/2024,2024,11,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,2294.0,2294.0
518861,15/12/2024,2024,12,C020,ALESTRA,C0783,ALESTRA,"ALESTRA SERVICIOS MOVILES, S.A. DE C.V.",0.0,0.0,0.0,0.0,2367.0,2367.0
517751,15/09/2023,2023,9,C863,ALISTEL,C0863,ALISTEL,"ALISTEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,3.0,3.0
517751,15/10/2023,2023,10,C863,ALISTEL,C0863,ALISTEL,"ALISTEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,1.0,1.0
517751,15/11/2023,2023,11,C863,ALISTEL,C0863,ALISTEL,"ALISTEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,2.0,2.0
517751,15/12/2023,2023,12,C863,ALISTEL,C0863,ALISTEL,"ALISTEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,2.0,2.0
514850,15/01/2020,2020,1,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,406.0,406.0
514850,15/02/2020,2020,2,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,589.0,589.0
514850,15/03/2020,2020,3,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,615.0,615.0
514850,15/04/2020,2020,4,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,624.0,624.0
514850,15/05/2020,2020,5,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,794.0,794.0
514850,15/06/2020,2020,6,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,859.0,859.0
514850,15/07/2020,2020,7,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,874.0,874.0
514850,15/08/2020,2020,8,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,900.0,900.0
514850,15/09/2020,2020,9,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,1174.0,1174.0
514850,15/10/2020,2020,10,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,1663.0,1663.0
514850,15/11/2020,2020,11,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,2483.0,2483.0
514850,15/12/2020,2020,12,C745,ALTCEL,C0745,ALTCEL,"ALTCEL, S.A.P.I. DE C.V.",0.0,0.0,0.0,0.0,3349.0,3349.0
107326,15/10/2015,2015,10,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",1833591.0,3698244.0,0.0,0.0,,5531835.0
107326,15/11/2015,2015,11,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2097692.0,3809365.0,0.0,0.0,,5907057.0
107326,15/12/2015,2015,12,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2444142.0,3868235.0,0.0,0.0,,6312377.0
107326,15/01/2016,2016,1,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2443742.0,4315437.0,0.0,0.0,,6759179.0
107326,15/02/2016,2016,2,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2536400.0,4349910.0,0.0,0.0,,6886310.0
107326,15/03/2016,2016,3,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2693921.0,4384851.0,0.0,0.0,,7078772.0
107326,15/04/2016,2016,4,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2720698.0,4414029.0,0.0,0.0,,7134727.0
107326,15/05/2016,2016,5,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",2884035.0,4533910.0,0.0,0.0,,7417945.0
107326,15/06/2016,2016,6,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",3050572.0,4660097.0,0.0,0.0,,7710669.0
107326,15/07/2016,2016,7,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",3375625.0,4365659.0,0.0,0.0,,7741284.0
107326,15/08/2016,2016,8,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",3554586.0,4434469.0,0.0,0.0,,7989055.0
107326,15/09/2016,2016,9,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",3675578.0,4509578.0,0.0,0.0,,8185156.0
107326,15/10/2016,2016,10,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",4392202.0,4571652.0,0.0,0.0,,8963854.0
107326,15/11/2016,2016,11,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",4626963.0,4635796.0,0.0,0.0,,9262759.0
107326,15/12/2016,2016,12,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",5061258.0,4697870.0,0.0,0.0,,9759128.0
107326,15/01/2017,2017,1,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",5370904.0,4762013.0,0.0,0.0,,10132917.0
107326,15/02/2017,2017,2,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",5429238.0,4826157.0,0.0,0.0,,10255395.0
107326,15/03/2017,2017,3,G007,AT&T,C0051,AT&T,"AT&T COMUNICACIONES DIGITALES, S. DE R.L. DE C.V.",5668072.0,4884093.0,0.0,0.0,,10552165.0
